oma_id	athal_id	AEGTA:	ARALY:	BRADI:	MAIZE:	MEDTR:	ORYSI:	SOLTU:	SORBI:	WHEAT:
OMA473224	AT4G01037	0	0	1	1	1	1	1	1	1
OMA473225	AT5G62990	0	1	1	0	0	0	1	1	1
OMA473223	AT4G36650	0	1	1	1	1	1	1	1	1
OMA473228	AT5G21970	1	1	1	1	0	1	1	1	1
OMA798878	AT4G36910	1	1	1	0	0	0	1	0	1
OMA403005	AT1G09060	1	1	1	1	1	1	1	1	1
OMA403007	AT4G15730	0	1	0	0	0	0	0	0	0
OMA403003	AT5G01950	0	1	0	0	1	0	1	0	0
OMA403002	AT5G45060	0	1	0	0	0	0	0	0	0
OMA408659	AT4G16990	0	1	0	0	0	0	0	0	0
OMA410954	AT2G28160	0	1	0	0	1	0	1	0	0
OMA546848	AT3G06860	0	1	1	0	1	1	1	1	1
OMA545766	AT5G45000	0	0	0	0	1	0	0	0	0
OMA548688	AT4G24740	1	1	1	1	0	1	1	1	1
OMA548681	AT1G64060	0	1	1	1	0	1	0	1	1
OMA761469	AT5G55290	0	1	0	1	0	0	0	0	1
OMA761465	AT1G27820	0	0	0	0	0	0	0	0	1
OMA757876	AT4G31270	0	1	1	0	0	0	1	1	1
OMA757878	AT5G50420	0	1	1	1	1	1	1	1	1
OMA757879	AT1G53770	0	1	0	0	0	0	0	0	0
OMA830179	AT1G62450	0	0	0	0	1	0	0	0	0
OMA632453	AT4G11390	0	0	0	0	0	0	0	0	0
OMA816526	AT2G25740	0	1	0	1	1	1	0	1	0
OMA738999	AT2G37585	0	0	1	0	1	0	1	0	1
OMA549484	AT4G23500	0	1	1	1	0	1	1	1	1
OMA805004	AT1G65420	0	1	0	0	1	1	0	0	0
OMA712886	AT3G22490	0	0	0	0	1	0	0	0	1
OMA712885	AT3G22500	1	1	0	0	0	1	0	0	1
OMA406690	AT1G80570	1	1	1	0	0	1	1	0	1
OMA626800	AT1G58410	0	0	0	0	0	0	0	0	0
OMA763370	AT3G07590	0	1	0	1	0	0	0	0	1
OMA635041	AT2G30240	0	1	0	0	0	0	0	0	0
OMA546734	AT3G60890	0	1	0	0	0	0	1	0	0
OMA535758	AT1G77950	0	1	0	0	0	0	1	0	0
OMA845954	AT4G33030	1	1	1	1	1	1	1	1	1
OMA807938	AT4G37550	1	0	0	0	0	0	0	0	1
OMA663659	AT3G55970	0	1	0	0	0	0	0	0	1
OMA707208	AT3G24750	0	1	0	0	1	0	1	0	0
OMA707204	AT1G71760	0	1	0	0	1	0	0	0	0
OMA631369	AT1G56510	0	0	0	0	0	0	0	0	0
OMA844458	AT3G54230	1	1	1	1	0	1	0	1	1
OMA405068	AT1G70250	1	1	0	0	0	0	0	0	1
OMA777369	AT5G43570	0	0	0	0	0	0	0	0	0
OMA769285	AT3G55530	0	1	1	0	0	1	0	1	1
OMA547349	AT4G39910	0	1	1	1	0	1	0	1	1
OMA547348	AT3G11450	0	1	1	1	1	0	1	1	1
OMA547341	AT3G50360	0	1	1	0	1	1	1	0	1
OMA547340	AT5G60010	1	1	1	1	1	1	1	0	1
OMA547344	AT1G61000	1	0	1	1	1	1	1	0	1
OMA547347	AT3G44530	0	1	1	1	1	1	1	1	1
OMA731937	AT4G14615	0	0	0	1	0	1	0	0	1
OMA485099	AT5G66816	0	1	0	0	0	0	0	0	0
OMA407110	AT3G07650	0	1	1	1	1	1	0	1	1
OMA588826	AT3G59730	0	0	0	0	0	0	0	0	1
OMA404678	AT1G17540	0	1	0	0	1	0	0	0	0
OMA404674	AT1G78240	0	1	1	1	1	1	1	1	1
OMA858262	AT1G59900	0	1	0	1	1	0	1	1	1
OMA563104	AT2G23590	0	0	0	0	0	0	1	0	1
OMA431270	AT1G64355	0	1	0	0	0	0	0	0	0
OMA856843	AT5G27380	0	1	1	1	1	1	1	1	1
OMA459352	AT5G18661	0	1	0	0	0	0	0	0	0
OMA459353	AT4G08360	0	0	0	0	0	0	0	0	0
OMA509017	AT3G47350	0	0	0	0	0	0	0	0	0
OMA474599	AT1G60560	1	1	1	1	1	1	0	1	1
OMA474598	AT5G23450	0	1	1	1	0	1	0	1	1
OMA760674	AT2G41220	0	1	0	0	0	0	0	0	0
OMA740169	AT5G66950	0	1	0	1	0	0	0	1	1
OMA740167	AT4G37100	1	1	1	1	0	1	1	0	1
OMA740161	AT4G37420	0	1	0	1	0	1	1	0	1
OMA845757	AT5G59470	1	1	0	0	0	1	1	0	1
OMA791719	AT4G11280	0	1	1	1	0	1	1	1	1
OMA409641	AT3G14220	0	1	0	0	0	0	0	0	0
OMA561075	AT1G60650	0	1	0	1	0	0	1	0	1
OMA561073	AT4G19200	1	0	0	0	0	1	0	0	0
OMA561070	AT3G45230	0	1	0	0	1	0	0	0	0
OMA406161	AT5G17430	0	1	0	0	0	0	0	0	0
OMA406165	AT1G07740	0	1	1	1	0	1	1	1	1
OMA809984	AT5G14510	0	1	0	0	0	0	1	0	0
OMA634612	AT5G57990	0	1	0	0	0	0	0	0	0
OMA634614	AT3G14400	0	1	0	0	0	0	0	0	0
OMA865210	AT3G59410	0	1	1	0	0	1	0	1	1
OMA832338	AT2G03240	0	0	0	0	0	0	0	0	0
OMA567369	AT1G56460	0	0	0	0	0	0	1	0	0
OMA567363	AT4G33740	0	0	1	0	0	0	0	0	1
OMA567362	AT1G11670	0	0	0	0	0	0	0	0	0
OMA850072	AT3G52950	1	1	1	1	0	1	0	1	1
OMA850076	AT5G50640	1	0	0	1	0	0	1	0	1
OMA419958	AT5G27910	0	1	0	0	0	0	0	0	0
OMA531258	AT5G25310	0	1	0	1	1	1	1	0	1
OMA531259	AT4G38040	0	1	1	1	1	1	1	1	1
OMA780170	AT4G32910	1	1	1	1	1	1	0	1	1
OMA477689	AT3G56480	0	0	0	0	0	0	0	0	0
OMA477681	AT2G26770	1	1	1	1	1	0	0	1	1
OMA477683	AT2G40820	0	0	0	0	1	0	1	0	0
OMA409936	AT4G28530	0	1	0	0	0	0	0	0	0
OMA409932	AT5G20330	0	1	0	0	0	0	0	0	0
OMA455730	AT2G22320	0	1	0	0	0	0	0	0	0
OMA554308	AT1G75280	0	1	0	0	0	0	1	0	0
OMA554302	AT3G63480	1	1	1	1	0	1	0	1	1
OMA795335	AT3G10360	0	1	1	1	1	1	1	1	1
OMA795339	AT1G48990	0	0	0	1	0	1	0	1	1
OMA742748	AT2G45050	0	1	1	1	0	1	0	1	1
OMA415256	AT5G21960	0	1	0	0	0	0	0	0	0
OMA635443	AT2G21050	1	1	0	1	0	1	1	1	1
OMA635446	AT5G01240	0	1	0	0	0	0	0	0	0
OMA866398	AT5G19040	0	1	1	1	0	1	0	1	1
OMA866399	AT3G23630	0	1	0	1	0	0	0	0	0
OMA866397	AT1G68460	0	1	1	1	0	1	0	0	1
OMA630169	AT2G33790	0	1	0	0	0	0	0	0	1
OMA630167	AT3G60280	0	1	0	0	0	0	0	0	0
OMA851266	AT1G15970	0	1	0	0	0	0	0	0	0
OMA851265	AT5G57970	1	0	1	0	1	0	0	0	1
OMA851268	AT1G13635	0	1	1	0	1	1	0	0	1
OMA645922	AT5G61200	0	1	0	0	0	0	0	0	1
OMA483090	AT5G43750	0	1	1	1	1	0	1	0	1
OMA696422	AT4G38495	0	0	1	1	1	1	1	1	1
OMA574147	AT1G05020	0	1	0	0	0	0	0	0	0
OMA817749	AT2G27580	0	1	0	0	1	0	0	0	0
OMA479329	AT3G13820	0	1	0	0	0	0	0	0	0
OMA630769	AT3G25490	0	1	0	0	0	0	0	0	0
OMA745021	AT4G04450	0	1	0	0	0	0	0	0	0
OMA408948	AT1G03440	0	1	0	0	0	0	1	0	0
OMA408947	AT3G05180	0	1	0	0	0	0	0	0	0
OMA468029	AT1G52430	0	0	0	0	0	0	0	0	0
OMA549944	AT1G79820	0	1	0	0	0	0	1	0	1
OMA468022	AT1G32160	1	1	1	1	1	1	1	1	1
OMA667648	AT3G55980	0	1	1	0	1	0	0	0	1
OMA420471	AT1G55010	0	0	0	0	0	0	0	0	0
OMA416425	AT3G56891	0	1	0	1	1	1	0	1	1
OMA416427	AT4G30370	0	1	0	0	0	0	0	0	0
OMA824108	AT4G32900	0	0	1	1	1	1	1	1	1
OMA824105	AT3G03010	0	1	0	0	0	0	0	0	0
OMA824103	AT5G16870	0	0	0	0	1	0	1	0	0
OMA471011	AT4G21140	1	1	0	0	1	0	0	0	1
OMA740756	ATCG00270	0	1	1	1	1	0	1	0	1
OMA404348	AT4G23050	0	1	0	0	1	0	1	0	0
OMA710721	AT4G21534	0	0	1	1	0	0	1	1	1
OMA737329	AT3G20790	1	1	1	1	1	1	0	1	1
OMA414575	AT5G62350	0	1	0	0	1	0	1	0	0
OMA414577	AT1G71970	0	0	0	0	0	0	1	0	0
OMA697632	AT5G47940	0	1	0	0	0	0	0	0	0
OMA627889	AT1G71870	0	0	0	0	0	0	0	0	0
OMA565742	AT1G79000	0	1	0	0	0	0	0	0	0
OMA565745	AT3G47740	0	1	0	0	0	0	0	0	1
OMA739466	AT3G24330	0	1	0	0	0	0	0	0	0
OMA709259	AT3G17365	0	1	1	1	1	1	0	1	1
OMA730849	AT5G52020	0	1	0	0	0	0	1	0	0
OMA861298	AT3G55610	0	0	0	1	0	0	0	0	0
OMA466188	AT1G32140	0	1	0	0	0	0	0	0	0
OMA466185	AT1G49900	0	1	0	0	0	0	0	0	0
OMA466187	AT3G05770	0	1	0	0	0	0	0	0	0
OMA466181	AT3G11890	0	1	0	0	0	0	0	0	0
OMA466183	AT3G09240	0	1	0	0	0	0	0	0	0
OMA466182	AT2G19380	0	1	0	0	0	0	0	0	0
OMA755047	AT5G50680	0	0	0	0	0	0	0	0	1
OMA488589	AT1G09450	1	1	1	1	1	1	1	0	1
OMA488586	AT1G68940	1	1	1	1	0	1	1	1	1
OMA677287	AT5G22740	0	1	0	1	0	1	1	1	1
OMA418755	AT3G58430	0	1	0	0	0	0	0	0	0
OMA785299	AT5G65720	1	1	1	1	1	1	1	1	1
OMA549776	AT1G65520	0	1	0	0	1	0	1	0	0
OMA857645	AT1G01290	0	1	0	0	0	0	0	0	1
OMA644629	AT1G78420	0	0	0	1	0	0	0	0	1
OMA589082	AT4G03480	0	0	0	0	0	0	0	0	1
OMA723931	AT3G62170	0	1	0	0	1	0	0	0	0
OMA863993	AT2G31250	0	1	0	0	0	0	0	0	0
OMA454708	AT5G56910	0	0	0	0	0	0	0	0	0
OMA454707	AT2G31082	0	1	0	0	0	0	0	0	0
OMA454704	AT2G25185	0	1	0	0	0	0	0	0	0
OMA641991	AT3G61300	0	1	0	0	0	0	0	0	0
OMA404059	AT5G15410	0	1	1	1	1	1	1	1	1
OMA627128	AT4G11550	0	0	0	0	0	0	0	0	0
OMA627126	AT5G08610	0	1	0	0	0	0	0	0	0
OMA727954	AT4G29890	0	1	1	1	1	1	1	1	1
OMA474563	AT4G37710	0	1	0	0	0	0	0	0	0
OMA474569	AT5G66815	0	1	0	0	0	0	0	0	0
OMA840866	AT5G38110	0	1	0	1	0	0	0	0	1
OMA847215	AT2G11000	0	1	1	1	1	1	0	1	1
OMA834251	AT3G53760	1	1	1	1	1	1	0	1	1
OMA834259	AT1G80260	1	1	1	1	1	1	1	1	1
OMA753343	AT1G31930	1	1	1	1	1	1	1	0	1
OMA467201	AT4G15953	0	1	0	0	0	0	0	0	0
OMA467203	AT5G34908	0	1	0	0	0	0	0	0	0
OMA467205	AT5G35698	0	1	0	0	0	0	0	0	0
OMA467204	AT5G44585	0	1	0	0	0	0	0	0	0
OMA448231	AT2G43390	0	1	0	0	0	0	0	0	0
OMA448230	AT1G34640	0	1	1	1	0	0	1	1	1
OMA458622	AT5G64590	0	0	0	0	0	0	0	0	0
OMA458629	AT5G14010	0	1	0	0	0	0	0	0	0
OMA846449	AT3G05780	0	1	0	0	0	0	0	0	0
OMA485293	AT4G29658	0	0	0	0	0	0	0	0	0
OMA485290	AT1G55640	0	1	0	0	0	0	0	0	0
OMA561653	AT4G36610	0	1	0	1	1	1	1	1	1
OMA706727	AT3G09120	0	1	1	1	0	0	0	0	1
OMA403625	AT2G15820	0	1	1	1	1	1	1	1	1
OMA403626	AT4G19440	0	1	1	1	1	0	1	1	1
OMA403621	AT5G54380	0	1	0	0	0	0	1	0	0
OMA403628	AT1G61360	0	1	0	0	0	0	0	0	0
OMA568192	AT1G04830	0	1	0	0	1	0	1	0	1
OMA568197	AT1G02520	0	0	0	0	0	0	0	0	0
OMA568195	AT3G21090	0	1	0	0	1	0	0	0	1
OMA695227	AT1G01180	0	1	1	1	0	1	1	1	1
OMA686615	AT3G20640	0	1	0	0	0	0	0	0	0
OMA685149	AT5G49190	0	1	0	0	0	0	0	0	0
OMA685144	AT5G37180	1	1	0	0	1	0	1	0	1
OMA685147	AT3G43190	1	1	1	1	0	1	0	1	1
OMA857902	AT5G56350	0	1	1	1	1	1	1	1	1
OMA634078	AT4G21326	0	0	0	0	0	0	0	0	0
OMA562822	AT3G09080	0	0	0	0	0	0	0	0	0
OMA825307	AT5G20650	0	1	0	0	0	0	1	0	0
OMA481390	AT3G52440	0	1	0	0	0	0	0	0	0
OMA418859	AT4G33900	0	1	0	0	0	0	0	0	0
OMA690313	AT3G14360	0	1	0	0	0	0	1	0	0
OMA690312	AT1G56630	0	1	0	0	1	0	1	0	1
OMA437831	AT4G15690	0	1	0	0	0	0	0	0	0
OMA437830	AT4G15670	0	1	1	0	0	0	0	0	1
OMA481698	AT1G61050	0	1	0	0	0	0	1	0	0
OMA472945	AT5G48500	0	0	0	0	0	0	0	0	0
OMA743338	AT1G08260	0	1	1	1	1	1	0	1	1
OMA483941	AT4G26060	0	1	0	0	0	0	1	0	0
OMA721318	AT2G15780	0	1	0	0	1	0	1	1	0
OMA406074	AT3G13560	0	1	1	1	1	1	1	1	1
OMA468923	AT1G22220	0	1	0	0	0	0	0	0	0
OMA799796	AT5G13030	0	1	0	0	0	0	0	0	1
OMA496525	AT3G27720	0	0	0	0	0	0	0	0	0
OMA763550	AT1G79270	1	1	1	1	1	1	0	1	1
OMA763552	AT3G09650	0	1	1	1	0	1	1	0	1
OMA763554	AT5G03380	1	1	1	1	0	1	0	1	1
OMA763556	AT5G60800	0	1	1	0	0	0	0	0	1
OMA763559	AT2G36950	0	1	0	1	0	0	0	1	1
OMA410597	AT2G42640	0	1	0	0	0	0	0	0	0
OMA410595	AT4G11290	0	1	0	0	0	0	0	0	1
OMA774950	AT5G41620	0	1	0	0	1	0	1	0	0
OMA635264	AT2G39410	0	0	0	0	0	0	0	0	0
OMA675082	AT5G01580	0	1	0	1	1	0	1	1	1
OMA675083	AT4G12900	1	1	0	0	0	0	1	0	1
OMA675081	AT1G07080	0	1	1	0	1	1	0	1	1
OMA409749	AT1G27420	0	1	0	0	0	0	0	0	0
OMA505062	AT1G26680	0	1	0	0	0	1	0	0	0
OMA505061	AT2G24645	0	1	0	0	0	0	0	0	0
OMA794533	AT1G04900	0	0	0	0	0	0	0	0	1
OMA520271	AT4G30350	0	0	0	0	0	1	0	0	1
OMA861330	AT5G51795	1	0	0	1	0	0	0	1	1
OMA479541	AT4G10740	0	1	0	0	0	0	0	0	0
OMA741084	AT1G65540	0	1	1	0	1	1	1	0	1
OMA417725	AT3G20850	0	1	0	0	0	0	0	0	0
OMA627908	AT5G10420	0	0	0	0	0	0	0	0	0
OMA408360	AT2G18520	0	1	0	0	0	0	1	0	1
OMA663438	AT3G46480	0	0	0	0	0	0	0	0	0
OMA628488	AT5G39910	1	0	0	0	0	0	0	0	1
OMA772861	AT5G56340	1	0	0	0	1	0	0	0	1
OMA723693	AT4G35550	0	1	0	0	0	0	1	0	0
OMA723692	AT1G20710	0	1	0	0	0	0	0	0	0
OMA516631	AT5G25430	0	1	0	0	1	0	0	0	0
OMA861964	AT3G12685	0	1	0	0	0	0	0	0	1
OMA793122	AT1G70300	0	1	0	0	0	0	1	0	0
OMA429896	AT2G23470	0	1	0	0	1	0	0	0	0
OMA559678	AT5G65770	1	0	1	1	0	1	1	1	1
OMA559679	AT1G74360	0	1	1	1	0	1	1	1	1
OMA559673	AT3G22470	0	1	0	0	0	0	0	0	1
OMA559670	AT1G07705	0	1	1	1	1	1	1	1	1
OMA559671	AT3G01540	0	0	0	0	0	0	0	1	1
OMA559674	AT5G39680	1	1	1	1	0	0	1	1	1
OMA559675	AT1G67890	0	1	1	0	1	0	1	0	1
OMA582842	AT2G13760	0	0	0	0	0	1	0	0	0
OMA556737	AT5G03710	0	0	0	0	0	0	0	0	0
OMA796532	AT2G41870	0	0	1	1	1	1	1	1	1
OMA796533	AT3G57540	0	1	1	0	0	1	0	0	1
OMA864515	AT5G40810	1	0	0	0	0	1	1	0	1
OMA864519	AT3G27240	0	1	0	0	0	0	0	0	0
OMA419037	AT5G50490	0	1	0	0	0	0	0	0	0
OMA549195	AT3G05155	0	1	0	0	0	0	0	0	0
OMA409064	AT1G22500	0	1	0	0	0	0	0	0	0
OMA661099	AT5G13080	0	1	0	0	0	0	1	1	0
OMA406387	AT4G26680	0	1	1	1	1	0	1	0	1
OMA428024	AT5G25200	0	0	0	0	0	0	0	0	0
OMA460297	AT5G59380	0	1	0	0	0	0	0	0	0
OMA563616	AT4G12500	0	0	0	0	0	1	0	1	1
OMA700763	AT5G03650	0	1	1	0	0	1	0	1	1
OMA836552	AT1G50170	0	1	1	1	1	0	1	0	1
OMA479891	AT2G13630	0	0	0	0	0	0	0	0	0
OMA575932	AT5G63850	0	1	0	0	0	0	0	0	1
OMA689696	AT5G03070	1	1	1	1	0	1	1	1	1
OMA583719	AT1G70430	0	1	0	0	0	0	0	0	0
OMA427870	AT2G41590	0	0	0	0	0	0	0	0	1
OMA458049	AT2G19802	0	1	0	0	0	0	0	0	0
OMA478135	AT5G61300	0	1	0	0	0	0	0	0	0
OMA478132	AT5G58600	0	1	0	0	0	0	1	0	1
OMA478131	AT2G30010	1	0	1	1	1	1	1	1	1
OMA843934	AT3G45180	1	1	0	0	0	1	0	0	1
OMA843933	AT5G42300	1	1	1	1	1	1	0	1	1
OMA846268	AT1G19920	0	1	1	1	0	1	0	1	1
OMA846269	AT4G14680	0	1	0	0	0	0	0	0	1
OMA654239	AT4G22010	0	1	0	0	1	0	1	0	0
OMA654233	AT4G39830	0	0	0	0	0	0	0	0	1
OMA469056	AT4G12980	0	1	1	1	1	0	1	0	1
OMA469054	AT5G35735	0	1	0	0	0	0	0	0	0
OMA469052	AT1G50710	0	1	1	1	1	1	1	1	1
OMA469050	AT2G04850	0	1	1	1	1	1	1	1	1
OMA455918	AT2G43530	0	0	0	0	0	0	0	0	0
OMA473239	AT4G08940	0	1	1	1	0	1	1	1	1
OMA698012	AT2G24390	1	1	1	1	1	1	1	1	1
OMA698015	AT4G31310	0	1	0	0	0	0	1	0	1
OMA698017	AT5G46720	1	1	1	1	1	1	1	1	1
OMA848170	AT3G08560	1	1	1	1	0	1	1	1	1
OMA848172	AT4G11150	0	1	0	0	0	0	0	0	0
OMA459210	AT5G26140	1	0	0	0	0	0	0	0	0
OMA545914	AT2G02147	1	1	1	1	0	0	0	0	1
OMA843471	AT4G30790	0	1	1	1	1	1	1	1	1
OMA426669	AT1G44980	0	0	0	0	0	0	0	0	0
OMA479145	AT3G16580	0	0	0	0	0	0	0	0	0
OMA556928	AT3G15070	1	1	1	1	0	1	1	1	1
OMA842981	AT2G48060	1	1	1	1	0	0	0	1	1
OMA556926	AT5G01810	1	1	1	1	0	1	0	1	1
OMA506882	AT2G30420	0	1	0	0	0	0	0	0	0
OMA506886	AT5G56550	0	1	0	0	1	0	0	0	0
OMA710257	AT1G08030	0	1	1	1	0	1	1	1	1
OMA731872	AT1G32740	0	1	0	1	0	1	1	1	1
OMA731873	AT1G10650	1	1	1	1	0	1	1	1	1
OMA731874	AT1G45976	0	1	1	1	1	1	1	0	1
OMA731876	AT4G17680	0	1	0	0	0	0	0	1	1
OMA735158	AT5G66560	0	0	1	1	1	1	1	1	1
OMA468200	AT1G59550	0	1	0	0	0	0	0	0	0
OMA468207	AT2G35290	0	1	1	1	0	1	1	1	1
OMA520994	AT2G07715	0	0	0	0	0	0	0	0	0
OMA520991	ATMG00660	0	0	0	0	0	0	1	0	0
OMA550967	AT5G19210	0	1	1	1	1	1	0	1	1
OMA629399	AT4G14390	0	0	0	0	0	0	0	0	1
OMA629391	AT3G04210	0	1	0	0	0	0	0	0	0
OMA402824	AT5G62230	1	1	1	1	0	1	1	1	1
OMA402826	AT3G12020	0	0	1	0	0	1	0	1	1
OMA402827	AT4G33170	0	1	0	0	1	0	0	0	0
OMA482420	AT5G39460	0	1	0	0	0	0	0	0	1
OMA482429	AT5G08770	0	1	0	0	1	0	0	0	0
OMA547068	AT5G55260	1	1	1	1	1	1	1	1	1
OMA547069	AT2G43790	1	1	1	0	1	1	0	0	1
OMA547061	AT5G11170	0	1	1	0	0	1	0	0	1
OMA547062	AT4G11420	1	1	0	1	1	0	1	1	1
OMA547064	AT2G31970	0	1	1	1	1	1	0	1	1
OMA547065	AT1G65410	0	1	1	1	1	1	0	1	1
OMA547067	AT1G16890	0	1	1	1	0	1	0	1	1
OMA558797	AT2G39900	0	1	0	0	0	0	0	0	1
OMA488965	AT3G26880	0	1	0	0	0	0	1	0	0
OMA488962	AT3G24068	0	1	0	0	0	0	0	0	0
OMA505807	AT4G15562	0	1	0	0	0	0	0	0	0
OMA548825	AT1G10510	0	1	1	0	1	0	1	1	1
OMA710100	AT2G28370	0	1	0	0	0	0	1	0	1
OMA668317	AT4G35150	0	1	0	0	0	0	0	0	0
OMA408583	AT5G12050	0	1	0	0	0	0	0	0	0
OMA408584	AT4G02640	0	1	0	0	0	0	0	0	0
OMA408587	AT1G53110	0	0	0	0	0	0	0	0	0
OMA828550	AT4G05410	0	0	1	1	1	1	1	1	1
OMA541374	AT1G50420	0	1	0	1	0	0	1	0	1
OMA857705	AT1G31230	0	1	1	0	0	1	0	0	0
OMA784647	AT5G02050	1	1	1	1	0	1	0	1	1
OMA530410	AT2G28390	1	0	0	0	0	0	0	0	1
OMA853842	AT5G14600	1	1	1	1	0	1	1	1	1
OMA676890	AT1G74950	0	0	0	0	0	1	0	0	0
OMA796643	AT4G37200	0	1	0	0	1	0	1	0	1
OMA560599	AT4G39690	0	1	0	0	1	0	0	0	0
OMA717088	AT3G43670	0	1	0	0	0	0	0	0	0
OMA410969	AT5G20240	0	1	1	1	0	1	0	1	1
OMA407958	AT1G53330	0	1	1	1	0	0	0	0	1
OMA821527	AT3G53290	0	1	0	0	0	0	0	0	0
OMA692199	AT4G02780	0	1	0	1	0	1	1	1	1
OMA838558	AT2G43110	0	1	1	0	1	1	1	1	1
OMA462107	AT4G19570	0	1	0	0	0	0	0	0	0
OMA581102	AT4G27595	0	0	0	0	0	0	0	0	0
OMA766872	AT3G43110	0	1	1	1	0	1	0	1	1
OMA766873	AT5G20790	0	0	0	0	0	0	0	0	1
OMA634956	AT1G20860	0	1	0	0	0	0	0	0	0
OMA704599	AT5G54970	0	1	0	1	0	1	0	1	1
OMA704598	AT1G71865	0	1	0	0	0	1	1	1	1
OMA704592	AT5G52370	0	1	0	1	0	0	1	0	1
OMA704596	AT4G03150	0	1	0	0	0	0	0	0	0
OMA864378	AT3G60640	0	0	0	0	0	0	0	0	0
OMA864379	AT3G06420	0	1	0	0	1	0	0	0	0
OMA396824	AT1G69510	0	1	0	0	0	0	0	0	0
OMA470388	AT2G33420	0	1	1	1	1	1	1	1	1
OMA719826	AT1G74875	1	0	1	0	1	0	1	0	1
OMA719820	AT3G54350	0	1	0	0	1	1	0	0	0
OMA719823	AT1G75530	0	0	0	0	0	0	0	0	0
OMA752924	AT4G34160	0	1	0	0	0	0	1	0	0
OMA752929	AT1G16330	0	0	0	0	0	0	0	0	0
OMA406923	AT1G05600	0	1	1	0	1	1	1	1	1
OMA853296	AT5G47680	0	1	1	1	1	1	1	1	1
OMA682601	AT1G53645	0	1	0	0	1	0	0	0	1
OMA554026	AT5G04510	0	0	0	1	0	0	0	0	1
OMA724722	AT2G20010	1	1	0	0	0	0	0	0	1
OMA495354	AT3G02600	0	1	1	1	0	1	1	0	1
OMA495352	AT2G01180	1	1	0	0	0	0	0	0	1
OMA552269	AT1G21680	0	1	1	1	1	1	1	1	1
OMA469739	AT1G10190	0	1	0	0	0	0	0	0	0
OMA469734	AT5G57380	0	1	0	0	0	0	0	0	0
OMA653671	AT5G61360	0	0	0	0	0	0	0	0	0
OMA779518	AT1G16040	0	1	1	1	0	1	1	1	1
OMA741910	AT2G21790	0	1	0	1	0	0	1	0	1
OMA661266	AT5G50830	0	1	0	0	1	0	0	0	0
OMA661265	AT1G67540	0	1	0	0	0	0	0	0	0
OMA661261	AT2G30380	0	0	0	0	0	0	0	0	1
OMA717331	AT5G07470	0	1	0	0	0	0	0	0	0
OMA860802	AT1G08520	1	1	1	1	1	1	0	1	1
OMA574262	AT3G18610	0	1	0	0	0	0	0	0	0
OMA574263	AT1G22760	0	1	0	0	0	0	0	0	0
OMA564676	AT4G38062	0	0	0	1	0	1	0	0	1
OMA748656	AT5G15160	0	1	0	0	1	0	1	0	0
OMA748657	AT1G26945	0	1	0	0	0	0	1	0	0
OMA748652	AT5G39860	1	1	1	1	0	1	0	1	1
OMA700682	AT5G22270	0	1	0	1	0	1	0	1	1
OMA569302	AT5G43370	1	0	0	0	0	0	1	0	1
OMA745006	AT4G27500	1	1	1	1	1	1	1	1	1
OMA772324	AT5G11920	0	0	0	0	1	0	0	0	0
OMA550576	AT3G27530	0	1	1	1	0	1	0	1	1
OMA733477	AT4G02715	0	1	1	1	0	1	1	1	0
OMA503213	AT5G40590	0	0	0	0	0	0	1	0	0
OMA503212	AT5G43520	0	1	0	0	0	0	0	0	1
OMA503211	AT2G37800	0	0	0	0	0	1	0	0	0
OMA503215	AT2G37810	0	0	0	1	0	0	0	0	1
OMA454894	AT3G18390	0	1	1	1	1	1	1	0	1
OMA716746	AT3G56130	0	0	0	0	0	0	1	0	0
OMA819514	AT5G36130	0	0	0	0	0	0	0	0	0
OMA565460	AT3G13090	0	1	0	0	0	0	0	0	0
OMA459870	AT5G37650	0	1	0	0	0	0	0	0	0
OMA459878	AT4G39160	0	1	0	0	0	0	0	0	0
OMA558043	AT2G45310	1	1	1	1	0	1	0	1	1
OMA567523	AT1G55928	0	1	0	0	0	0	0	0	0
OMA673133	AT5G43970	0	1	1	0	0	1	0	1	1
OMA860639	AT1G70600	0	1	0	0	1	1	1	1	1
OMA816730	AT1G16210	1	1	1	1	1	1	1	1	1
OMA540561	AT5G03560	0	0	0	0	0	0	0	0	0
OMA572242	AT1G21810	0	1	0	1	0	0	0	0	1
OMA572244	AT4G23160	0	0	0	0	0	0	0	1	1
OMA449243	AT2G21420	0	0	0	0	0	0	0	0	0
OMA449245	AT2G27250	0	1	0	0	0	0	0	0	0
OMA449246	AT4G28240	0	1	0	0	0	0	0	0	0
OMA862890	AT1G10060	0	1	0	0	0	0	1	0	0
OMA547646	AT3G53570	1	1	1	1	0	1	1	1	1
OMA707377	AT1G19190	0	0	1	1	0	1	0	1	1
OMA536385	AT3G50510	0	1	0	0	0	0	0	0	0
OMA834327	AT3G10640	0	1	0	0	0	0	0	0	1
OMA834322	AT5G63880	0	1	0	1	0	0	0	0	1
OMA834321	AT2G19830	0	0	0	1	0	0	1	0	1
OMA576681	AT1G31750	0	1	0	0	0	1	0	0	0
OMA498574	AT3G18460	0	1	0	0	0	0	0	0	0
OMA771805	AT5G38780	0	0	0	0	0	0	0	0	0
OMA716838	AT1G19370	0	1	0	0	0	0	0	0	1
OMA716837	AT1G75140	0	1	1	1	0	1	1	1	1
OMA588212	AT4G13860	0	0	0	0	0	0	0	0	0
OMA481083	AT4G19630	0	1	0	0	0	0	0	0	0
